id,financial_statement_id,fieldName,fieldValue,decimals,cvrnummer,startDate,endDate,dimensions,unitIdXbrl,koncern
242982,1706,gsd:AddressOfReportingEntityStreetName,Hørhavevej,,26479118,2016-07-01,2017-06-30,,,0
242986,1706,mrv:ManagementsReview,"Selskabets væsentligste aktiviteter
Selskabets formål er at drive virksomhed med restaurationsdrift samt anden virksomhed, som efter ledelsens skøn står i naturlig forbindelse hermed.
Udviklingen i aktiviteter og økonomiske forhold
Selskabets resultatopgørelse for 2016/17 udviser et overskud på kr. 26.947, og selskabets balance pr. 30. juni 2017 udviser en negativ egenkapital på kr. 9.091.
Årets resultat anses for utilfredsstillende.",,26479118,2016-07-01,2017-06-30,,lang:da,0
242990,1706,fsa:LiabilitiesAndEquity,1253,0,26479118,,2017-06-30,,iso4217:DKK,0
242994,1706,fsa:ProfitLoss_RetainedEarningsMember,-8000,-3,26479118,2015-07-01,2016-06-30,,iso4217:DKK,0
242998,1706,arr:DescriptionOfQualificationsOfAuditedFinancialStatements,"Vi har udført vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gældende i Danmark. Vores ansvar ifølge disse standarder og krav er nærmere beskrevet i revisionspåtegningens afsnit “Revisors ansvar for revisionen af årsregnskabet“. Vi er uafhængige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBA’s Etiske regler) og de yderligere krav, der er gældende i Danmark, ligesom vi har opfyldt vores øvrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnåede revisionsbevis er tilstrækkeligt og egnet som grundlag for vores konklusion.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243001,1706,gsd:RegisteredOfficeOfReportingEntity,Aarhus,,26479118,2016-07-01,2017-06-30,,,0
243004,1706,fsa:ContributedCapital,187502,0,26479118,,2017-06-30,,iso4217:DKK,0
243008,1706,fsa:ShorttermPayablesToGroupEnterprises,0,-3,26479118,,2016-06-30,,iso4217:DKK,0
243012,1706,cmn:NameOfAuditFirm_auditorIdentifier,Roesgaard & Partners,,26479118,2016-07-01,2017-06-30,1,,0
243015,1706,gsd:AddressOfAuditorPostCodeIdentifier_auditorIdentifier,8700,,26479118,2016-07-01,2017-06-30,1,,0
243019,1706,gsd:AddressOfAuditorStreetName_auditorIdentifier,Sønderbrogade,,26479118,2016-07-01,2017-06-30,1,,0
243023,1706,fsa:Equity,-36000,-3,26479118,,2016-06-30,,iso4217:DKK,0
243028,1706,fsa:TaxExpense,0,0,26479118,2016-07-01,2017-06-30,,iso4217:DKK,0
243031,1706,fsa:OtherShorttermPayables,5000,0,26479118,,2017-06-30,,iso4217:DKK,0
243035,1706,gsd:NameOfReportingEntity,KG 142 ApS,,26479118,2016-07-01,2017-06-30,,,0
243039,1706,fsa:ShorttermLiabilitiesOtherThanProvisions,10344,0,26479118,,2017-06-30,,iso4217:DKK,0
243043,1706,gsd:AddressOfReportingEntityCountryIdentificationCode,DK,,26479118,2016-07-01,2017-06-30,,,0
243047,1706,fsa:ProfitLossFromOrdinaryActivitiesBeforeTax,-8000,-3,26479118,2015-07-01,2016-06-30,,iso4217:DKK,0
243052,1706,cmn:IdentificationNumberCvrOfAuditFirm_auditorIdentifier,37543128,,26479118,2016-07-01,2017-06-30,1,,0
243057,1706,gsd:AddressOfAuditorStreetBuildingIdentifier_auditorIdentifier,16,,26479118,2016-07-01,2017-06-30,1,,0
243061,1706,gsd:TelephoneNumberOfAuditor_auditorIdentifier,75629999,,26479118,2016-07-01,2017-06-30,1,,0
243065,1706,fsa:OtherShorttermPayables,5000,-3,26479118,,2016-06-30,,iso4217:DKK,0
243069,1706,gsd:EmailOfAuditor,revisor@roesgaard.dk,,26479118,2016-07-01,2017-06-30,,,0
243073,1706,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,"Gældsforpligtelser, som omfatter gæld til leverandører, tilknyttede virksomheder samt anden gæld, måles til amortiseret kostpris, hvilket sædvanligvis svarer til nominel værdi.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243078,1706,fsa:ShorttermLiabilitiesOtherThanProvisions,36000,-3,26479118,,2016-06-30,,iso4217:DKK,0
243081,1706,cmn:NameAndSurnameOfAuditor_auditorIdentifier,Jens Roesgaard,,26479118,2016-07-01,2017-06-30,1,,0
243086,1706,fsa:DescriptionOfGeneralMattersRelatedToRecognitionMeasurementAndChangesInAccountingPolicies,"I resultatopgørelsen indregnes indtægter i takt med, at de indtjenes. Herudover indregnes værdireguleringer af finansielle aktiver og forpligtelser. I resultatopgørelsen indregnes ligeledes alle omkostninger, herunder afskrivninger og nedskrivninger. 
Aktiver indregnes i balancen, når det er sandsynligt, at fremtidige økonomiske fordele vil tilflyde selskabet, og aktivets værdi kan måles pålideligt.
Forpligtelser indregnes i balancen, når det er sandsynligt, at fremtidige økonomiske fordele vil fragå selskabet, og forpligtelsens værdi kan måles pålideligt.
Ved første indregning måles aktiver og forpligtelser til kostpris. Efterfølgende måles aktiver og forpligtelser som beskrevet for hver enkelt regnskabspost nedenfor.
Visse finansielle aktiver og forpligtelser måles til amortiseret kostpris, hvorved der indregnes en konstant effektiv rente over løbetiden. Amortiseret kostpris opgøres som oprindelig kostpris med fradrag af eventuelle afdrag samt tillæg/fradrag af den akkumulerede amortisering af forskellen mellem kostpris og nominelt beløb. 
Ved indregning og måling tages hensyn til forudsigelige tab og risici, der fremkommer, inden årsrapporten aflægges, og som be- eller afkræfter forhold, der eksisterede på balancedagen.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243093,1706,fsa:ClassOfReportingEntity,Regnskabsklasse B,,26479118,2016-07-01,2017-06-30,,,0
243099,1706,sob:ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,"Det er min opfattelse, at årsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 og resultatet af selskabets aktiviteter for regnskabsåret 1. juli 2016 - 30. juni 2017.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243106,1706,gsd:IdentificationNumberCvrOfReportingEntity,26479118,,26479118,2016-07-01,2017-06-30,,,0
243110,1706,fsa:ContributedCapital,188000,-3,26479118,,2016-06-30,,iso4217:DKK,0
243117,1706,fsa:SelectedElementsFromReportingClassC,True,,26479118,2016-07-01,2017-06-30,,,0
243124,1706,arr:SignatureOfAuditorsDate,2017-10-12,,26479118,2016-07-01,2017-06-30,,,0
243128,1706,arr:SignatureOfAuditorsPlace,Horsens,,26479118,2016-07-01,2017-06-30,,,0
243132,1706,gsd:AddressOfSubmittingEnterpriseStreetAndNumber,Sønderbrogade 16,,26479118,2016-07-01,2017-06-30,,,0
243135,1706,fsa:InformationOnRelatedEntities,Følgende kapitalejer er noteret i selskabets ejerbog som ejende minimum 5% af stemmerne eller minimum 5% af selskabskapitalen:,,26479118,2016-07-01,2017-06-30,,lang:da,0
243138,1706,fsa:ShorttermPayablesToGroupEnterprises,5344,0,26479118,,2017-06-30,,iso4217:DKK,0
243141,1706,arr:StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,"Ledelsen har ansvaret for udarbejdelsen af et årsregnskab, der giver et retvisende billede i overensstemmelse med årsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser for nødvendig for at udarbejde et årsregnskab uden væsentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.
Ved udarbejdelsen af årsregnskabet er ledelsen ansvarlig for at vurdere selskabets evne til at fortsætte driften, at oplyse om forhold vedrørende fortsat drift, hvor dette er relevant, samt at udarbejde årsregnskabet på grundlag af regnskabsprincippet om fortsat drift, medmindre ledelsen enten har til hensigt at likvidere selskabet, indstille driften eller ikke har andet realistisk alternativ end at gøre dette.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243146,1706,sob:ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,Årsrapporten aflægges i overensstemmelse med årsregnskabsloven.,,26479118,2016-07-01,2017-06-30,,lang:da,0
243151,1706,gsd:DateOfApprovalOfReport,2017-10-12,,26479118,2016-07-01,2017-06-30,,,0
243155,1706,sob:ManagementsStatementAboutManagementsReview,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegørelse for de forhold, beretningen omhandler.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243158,1706,cmn:NameAndSurnameOfMemberOfExecutiveBoard_memberOfBoardIdentifier,Troels Gert Jørgensen,,26479118,2016-07-01,2017-06-30,1,,0
243163,1706,gsd:NameAndSurnameOfChairmanOfGeneralMeeting,Troels Gert Jørgensen,,26479118,2016-07-01,2017-06-30,,,0
243166,1706,fsa:Equity_ContributedCapitalMember,187502,0,26479118,,2017-06-30,,iso4217:DKK,0
243171,1706,gsd:AddressOfAuditorDistrictName_auditorIdentifier,Horsens,,26479118,2016-07-01,2017-06-30,1,,0
243176,1706,arr:OpinionOnAuditedFinancialStatements,"Vi har revideret årsregnskabet for KG 142 ApS for regnskabsåret 1. juli 2016 - 30. juni 2017, der omfatter anvendt regnskabspraksis, resultatopgørelse, balance, egenkapitalopgørelse og noter. Årsregnskabet udarbejdes efter årsregnskabsloven.
Det er vores opfattelse, at årsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsåret 1. juli 2016 - 30. juni 2017 i overensstemmelse med årsregnskabsloven.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243181,1706,fsa:ShorttermPayablesToShareholdersAndManagement,0,0,26479118,,2017-06-30,,iso4217:DKK,0
243185,1706,cmn:TitleOfMemberOfExecutiveBoard_memberOfBoardIdentifier,direktør,,26479118,2016-07-01,2017-06-30,1,,0
243188,1706,fsa:ProfitLoss,26947,0,26479118,2016-07-01,2017-06-30,,iso4217:DKK,0
243193,1706,cmn:TypeOfAuditorAssistance,Revisionspåtegning,,26479118,2016-07-01,2017-06-30,,,0
243197,1706,fsa:GrossProfitLoss,-8000,-3,26479118,2015-07-01,2016-06-30,,iso4217:DKK,0
243201,1706,gsd:DateOfGeneralMeeting,2017-11-21,,26479118,2016-07-01,2017-06-30,,,0
243207,1706,gsd:NameOfSubmittingEnterprise,Roesgaard & Partners Statsautoriseret Revisionspartnerselskab,,26479118,2016-07-01,2017-06-30,,,0
243212,1706,arr:StatementOnManagementsReviewAuditorsReportOnAuditedFinancialStatements,"Udtalelse om ledelsesberetningen
Ledelsen er ansvarlig for ledelsesberetningen.
Vores konklusion om årsregnskabet omfatter ikke ledelsesberetningen, og vi udtrykker ingen form for konklusion med sikkerhed om ledelsesberetningen.
I tilknytning til vores revision af årsregnskabet er det vores ansvar at læse ledelsesberetningen og i den forbindelse overveje, om ledelsesberetningen er væsentligt inkonsistent med årsregnskabet eller vores viden opnået ved revisionen eller på anden måde synes at indeholde væsentlig fejlinformation.
Vores ansvar er derudover at overveje, om ledelsesberetningen indeholder krævede oplysninger i henhold til årsregnskabsloven.
Baseret på det udførte arbejde er det vores opfattelse, at ledelsesberetningen er i overensstemmelse med årsregnskabet og er udarbejdet i overensstemmelse med årsregnskabslovens krav. Vi har ikke fundet væsentlig fejlinformation i ledelsesberetningen.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243217,1706,fsa:LiabilitiesAndEquity,0,-3,26479118,,2016-06-30,,iso4217:DKK,0
243221,1706,gsd:AddressOfReportingEntityDistrictName,Højbjerg,,26479118,2016-07-01,2017-06-30,,,0
243228,1706,sob:IdentificationOfApprovedAnnualReport,Direktionen har dags dato behandlet og godkendt årsrapporten for regnskabsåret 1. juli 2016 - 30. juni 2017 for KG 142 ApS.,,26479118,2016-07-01,2017-06-30,,lang:da,0
243232,1706,fsa:NumberOfIssuedShares_classOfSharesIdentifier,375,inf,26479118,,2017-06-30,1,xbrli:shares,0
243237,1706,fsa:ProfitLoss_RetainedEarningsMember,26947,0,26479118,2016-07-01,2017-06-30,,iso4217:DKK,0
243242,1706,fsa:ProfitLossFromOrdinaryActivitiesBeforeTax,26947,0,26479118,2016-07-01,2017-06-30,,iso4217:DKK,0
243247,1706,fsa:Assets,1253,0,26479118,,2017-06-30,,iso4217:DKK,0
243251,1706,gsd:ReportingPeriodEndDate,2017-06-30,,26479118,2016-07-01,2017-06-30,,,0
243255,1706,fsa:Equity,-9091,0,26479118,,2017-06-30,,iso4217:DKK,0
243258,1706,fsa:LiabilitiesOtherThanProvisions,10344,0,26479118,,2017-06-30,,iso4217:DKK,0
243263,1706,fsa:LiabilitiesOtherThanProvisions,36000,-3,26479118,,2016-06-30,,iso4217:DKK,0
243266,1706,fsa:TaxExpense,0,-3,26479118,2015-07-01,2016-06-30,,iso4217:DKK,0
243270,1706,gsd:AddressOfSubmittingEnterprisePostcodeAndTown,8700 Horsens,,26479118,2016-07-01,2017-06-30,,,0
243275,1706,fsa:InformationOnReportingClassOfEntity,"Årsrapporten for KG 142 ApS for 2016/17 er aflagt i overensstemmelse med årsregnskabslovens bestemmelser for virksomheder i regnskabsklasse B med tilvalg fra højere klasser.
Den anvendte regnskabspraksis er uændret i forhold til sidste år.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243279,1706,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,"Virksomheden er omfattet af de danske regler om tvungen sambeskatning.
Årets skat, som består af årets aktuelle selskabsskat og ændring i udskudt skat, indregnes i resultatopgørelsen med den del, der kan henføres til årets resultat, og direkte i egenkapitalen med den del, der kan henføres til posteringer direkte i egenkapitalen.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243283,1706,arr:AddresseeOfAuditorsReportOnAuditedFinancialStatements,Til kapitalejeren i KG 142 ApS,,26479118,2016-07-01,2017-06-30,,lang:da,0
243286,1706,fsa:CashAndCashEquivalents,0,-3,26479118,,2016-06-30,,iso4217:DKK,0
243290,1706,sob:RecommendationForApprovalOfAnnualReportByGeneralMeeting,Årsrapporten indstilles til generalforsamlingens godkendelse.,,26479118,2016-07-01,2017-06-30,,lang:da,0
243295,1706,gsd:AddressOfReportingEntityPostCodeIdentifier,8270,,26479118,2016-07-01,2017-06-30,,,0
243297,1706,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,"Finansielle indtægter og omkostninger indregnes i resultatopgørelsen med de beløb, der vedrører regnskabsåret. Finansielle poster omfatter renteindtægter og -omkostninger samt tillæg og godtgørelse under acontoskatteordningen mv.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243301,1706,fsa:CashAndCashEquivalents,1253,0,26479118,,2017-06-30,,iso4217:DKK,0
243306,1706,fsa:CurrentAssets,1253,0,26479118,,2017-06-30,,iso4217:DKK,0
243310,1706,fsa:Assets,0,-3,26479118,,2016-06-30,,iso4217:DKK,0
243314,1706,fsa:WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,-30697,0,26479118,2016-07-01,2017-06-30,,iso4217:DKK,0
243319,1706,gsd:PrecedingReportingPeriodStartDate,2015-07-01,,26479118,2016-07-01,2017-06-30,,,0
243323,1706,gsd:AddressOfAuditorCountryIdentificationCode_auditorIdentifier,DK,,26479118,2016-07-01,2017-06-30,1,,0
243327,1706,fsa:Equity_RetainedEarningsMember,-223540,0,26479118,,2016-07-01,,iso4217:DKK,0
243331,1706,gsd:PredingReportingPeriodEndDate,2016-06-30,,26479118,2016-07-01,2017-06-30,,,0
243334,1706,gsd:AddressOfReportingEntityStreetBuildingIdentifier,55A,,26479118,2016-07-01,2017-06-30,,,0
243338,1706,fsa:RetainedEarnings,-224000,-3,26479118,,2016-06-30,,iso4217:DKK,0
243343,1706,fsa:WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,0,-3,26479118,2015-07-01,2016-06-30,,iso4217:DKK,0
243346,1706,fsa:ProfitLoss,-8000,-3,26479118,2015-07-01,2016-06-30,,iso4217:DKK,0
243350,1706,fsa:NominalValueOfIssuedShares_classOfSharesIdentifier,500,0,26479118,,2017-06-30,1,iso4217:DKK,0
243356,1706,fsa:Equity_RetainedEarningsMember,-196593,0,26479118,,2017-06-30,,iso4217:DKK,0
243360,1706,arr:OtherReportingResponsibilitiesAudit,"Overtrædelse af selskabslovens regler om kapitaltab
Selskabet har tabt over halvdelen af sin kapital. Ledelsen har ikke inden for selskabslovens tidsfrister sikret, at generalforsamling afholdes og redegjort for selskabets økonomiske stilling over for kapitalejerne og, om fornødent, stillet forslag om foranstaltninger, der bør træffes. Selskabets ledelse kan ifalde ansvar herfor.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243363,1706,fsa:CurrentAssets,0,-3,26479118,,2016-06-30,,iso4217:DKK,0
243368,1706,fsa:InformationOnClassesOfIssuedShares,"Selskabskapitalen består af 375 anparter à nominelt kr. 500. Ingen anparter er tillagt særlige rettigheder.
Der har ikke været ændringer i selskabskapitalen i de seneste 5 år.",,26479118,2016-07-01,2017-06-30,,lang:da,0
243370,1706,gsd:IdentificationNumberCvrOfSubmittingEnterprise,37543128,,26479118,2016-07-01,2017-06-30,,,0
243374,1706,fsa:Equity_ContributedCapitalMember,187502,0,26479118,,2016-07-01,,iso4217:DKK,0
243378,1706,gsd:InformationOnTypeOfSubmittedReport,Årsrapport,,26479118,2016-07-01,2017-06-30,,,0
435143,3092,sob:DateOfApprovalOfAnnualReport,2017-04-27,,32652190,2016-01-01,2016-12-31,,,0
435146,3092,fsa:IncomeFromInvestmentsInAssociates,14986,0,32652190,2015-01-01,2015-12-31,,iso4217:DKK,0
435149,3092,arr:StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatementsExtendedReview,"Ledelsen har ansvaret for udarbejdelsen af et årsregnskab, der giver et retvisende billede i overensstemmelse med årsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser for nødvendig for at udarbejde et årsregnskab uden væsentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,32652190,2016-01-01,2016-12-31,,,0
435152,3092,fsa:CurrentAssets,92,0,32652190,,2016-12-31,,iso4217:DKK,0
435155,3092,mrv:DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,"Efterfølgende begivenheder
Efter regnskabsårets afslutning er der ikke indtruffet betydningsfulde hændelser.",,32652190,2016-01-01,2016-12-31,,,0
435167,3092,sob:ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,"Det er min opfattelse, at årsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.16 og resultatet af selskabets aktiviteter for regnskabsåret 01.01.16 - 31.12.16.",,32652190,2016-01-01,2016-12-31,,,0
435173,3092,arr:StatementOnManagementsReviewAuditorsReportOnExtendedReviewFinancialStatementsExtendedReview,"Ledelsen er ansvarlig for ledelsesberetningen.
Vores konklusion om årsregnskabet omfatter ikke ledelsesberetningen, og vi udtrykker ingen form for konklusion med sikkerhed om ledelsesberetningen.
I tilknytning til vores udvidede gennemgang af årsregnskabet er det vores ansvar at læse ledelsesberetningen og i den forbindelse overveje, om ledelsesberetningen er væsentligt inkonsistent med årsregnskabet eller vores viden opnået ved den udvidede gennemgang eller på anden måde synes at indeholde væsentlig fejlinformation.
Vores ansvar er derudover at overveje, om ledelsesberetningen indeholder krævede oplysninger i henhold til årsregnskabsloven.
Baseret på det udførte arbejde er det vores opfattelse, at ledelsesberetningen er i overensstemmelse med årsregnskabet og er udarbejdet i overensstemmelse med årsregnskabslovens krav. Vi har ikke fundet væsentlig fejlinformation i ledelsesberetningen.",,32652190,2016-01-01,2016-12-31,,,0
435179,3092,cmn:NameAndSurnameOfMemberOfExecutiveBoard_memberOfBoardIdentifier,Jacob Raalund Pedersen,,32652190,2016-01-01,2016-12-31,1,,0
435182,3092,gsd:AddressOfAuditorCountry,Danmark,,32652190,2016-01-01,2016-12-31,,,0
435190,3092,fsa:OtherShorttermPayables,212273,0,32652190,,2016-12-31,,iso4217:DKK,0
435196,3092,fsa:RetainedEarnings,-79193,0,32652190,,2015-12-31,,iso4217:DKK,0
435202,3092,arr:IdentificationOfFinancialStatementsAndDescriptionOfFinancialReportingFrameworkAppliedInPreparationOfFinancialStatementsExtendedReview,"Vi har udført udvidet gennemgang af årsregnskabet for J. Raalund Holding ApS for regnskabsåret 01.01.16 - 31.12.16. Årsregnskabet, der omfatter resultatopgørelse, balance, egenkapitalopgørelse og noter, herunder anvendt regnskabspraksis, udarbejdes efter årsregnskabsloven.",,32652190,2016-01-01,2016-12-31,,,0
435211,3092,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisForInvestmentsInSubsidiariesAndAssociates,"Kapitalandele i associerede virksomheder indregnes og måles efter indre værdis metode, hvilket indebærer, at kapitalandelene måles til den forholdsmæssige andel af virksomhedernes regnskabsmæssige indre værdi, opgjort efter modervirksomhedens regnskabspraksis, reguleret for resterende værdi af positiv eller negativ goodwill samt gevinster og tab ved transaktioner med de pågældende virksomheder.

Gevinster eller tab ved afhændelse af associerede virksomheder opgøres som forskellen mellem afhændelsessummen og den regnskabsmæssige værdi af nettoaktiver på salgstidspunktet inkl. ikke afskrevet goodwill samt forventede omkostninger til salg eller afvikling. Gevinster og tab indregnes i resultatopgørelsen under indtægter af kapitalandele.

Den forholdsmæssige andel af associerede virksomheder regnskabsmæssige indre værdi, er opgjort efter virksomhedens egen regnskabspraksis, der fremgår af de øvrige afsnit, og omfatter endvidere følgende:

Lejeindtægter
Indtægter ved udlejning af ejendomme indregnes i resultatopgørelsen i den periode, de vedrører. Lejeindtægter måles til dagsværdi og opgøres ekskl. moms og rabatter.

Ejendomsomkostninger
Ejendomsomkostninger omfatter omkostninger vedrørende drift af ejendomme, herunder re-parations- og vedligeholdelsesomkostninger, ejendomsskatter, forsikringer, fællesomkostnin-ger samt andre omkostninger.





Af- og nedskrivninger
Afskrivninger på materielle  anlægsaktiver tilsigter, at der sker systematisk afskrivning over aktivernes forventede brugstid. Der foretages lineære afskrivninger baseret på følgende brugstider og restværdier:
Brugstid,   Restværdi,
år,     procent
Bygninger                50 år    0%

Grunde afskrives ikke.

Afskrivningsgrundlaget er aktivets kostpris fratrukket forventet restværdi ved afsluttet brugstid. Afskrivningsgrundlaget reduceres endvidere med eventuelle nedskrivninger. Brugstiden og restværdien fastsættes, når aktivet er klar til brug, og revurderes årligt.

Nedskrivninger af materielle anlægsaktiver foretages efter anvendt regnskabspraksis omtalt i afsnittet ”Nedskrivning af anlægsaktiver”.

Materielle anlægsaktiver
Materielle anlægsaktiver omfatter grunde og bygninger.

Materielle anlægsaktiver måles i balancen til kostpris med fradrag af akkumulerede af- og nedskrivninger. 

Kostprisen omfatter anskaffelsesprisen samt omkostninger direkte tilknyttet anskaffelsen indtil aktivet er klar til brug. Renter af lån til at finansiere fremstillingen indregnes ikke i kostprisen.

Kostprisen for et samlet aktiv opdeles i separate bestanddele, der afskrives hver for sig, hvis brugstiden på de enkelte bestanddele er forskellig.

Materielle anlægsaktiver afskrives lineært baseret på brugstider og restværdier, som fremgår af afsnittet ”Af- og nedskrivninger”.

Gevinster eller tab ved afhændelse af materielle anlægsaktiver opgøres som forskellen mellem en eventuel salgspris med fradrag af salgsomkostninger og den regnskabsmæssige værdi på salgstidspunktet fratrukket eventuelle omkostninger til bortskaffelse.",,32652190,2016-01-01,2016-12-31,,,0
435238,3092,mrv:DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,"Udvikling i aktiviteter og økonomiske forhold
Resultatopgørelsen for tiden 01.01.16 - 31.12.16 udviser et resultat på DKK -14.180 mod DKK 322 for tiden 01.01.15 - 31.12.15. Balancen viser en egenkapital på DKK 31.627.

Ledelsen henviser til note 1, hvori der redegøres for, at selskabet aflægger årsregnskabet under forudsætning om fortsat drift.",,32652190,2016-01-01,2016-12-31,,,0
435244,3092,gsd:AddressOfSubmittingEnterprisePostcodeAndTown,9200 Aalborg SV,,32652190,2016-01-01,2016-12-31,,,0
435249,3092,fsa:OtherExternalExpenses,7162,0,32652190,2015-01-01,2015-12-31,,iso4217:DKK,0
435260,3092,gsd:AddressOfAuditorPostCodeIdentifier_auditorIdentifier,4760,,32652190,2016-01-01,2016-12-31,1,,0
435269,3092,gsd:AddressOfReportingEntityDistrictName,Vordingborg,,32652190,2016-01-01,2016-12-31,,,0
435274,3092,gsd:RegisteredOfficeOfReportingEntity,Vordingborg,,32652190,2016-01-01,2016-12-31,,,0
435280,3092,fsa:CashAndCashEquivalents,22,0,32652190,,2015-12-31,,iso4217:DKK,0
435283,3092,gsd:IdentificationNumberCvrOfReportingEntity,32652190,,32652190,2016-01-01,2016-12-31,,,0
435285,3092,gsd:AddressOfReportingEntityPostCodeIdentifier,4760,,32652190,2016-01-01,2016-12-31,,,0
435292,3092,cmn:NameAndSurnameOfAuditor_auditorIdentifier,Allan Erik Nielsen,,32652190,2016-01-01,2016-12-31,1,,0
435299,3092,gsd:NameOfSubmittingEnterprise,Beierholm,,32652190,2016-01-01,2016-12-31,,,0
435304,3092,arr:SignatureOfAuditorsPlace,Vordingborg,,32652190,2016-01-01,2016-12-31,,,0
435308,3092,arr:StatementOfAuditorsResponsibilityExtendedReview,"Vores ansvar er at udtrykke en konklusion om årsregnskabet. Vi har udført vores udvidede gennemgang i overensstemmelse med Erhvervsstyrelsens erklæringsstandard for små virksomheder og FSR – danske revisorers standard om udvidet gennemgang af årsregnskaber, der udarbejdes efter årsregnskabsloven.
Dette kræver, at vi overholder revisorloven og FSR – danske revisorers etiske regler samt planlægger og udfører handlinger med henblik på at opnå begrænset sikkerhed for vores konklusion om årsregnskabet og derudover udfører specifikt krævede supplerende handlinger med henblik på at opnå yderligere sikkerhed for vores konklusion.
En udvidet gennemgang omfatter handlinger, der primært består af forespørgsler til ledelsen og, hvor det er hensigtsmæssigt, andre i selskabet, analytiske handlinger og de specifikt krævede supplerende handlinger samt vurdering af det opnåede bevis.
Omfanget af handlinger, der udføres ved en udvidet gennemgang, er mindre end ved en revision, og vi udtrykker derfor ingen revisionskonklusion om årsregnskabet.",,32652190,2016-01-01,2016-12-31,,,0
435312,3092,fsa:ShorttermTradePayables,5000,0,32652190,,2016-12-31,,iso4217:DKK,0
435315,3092,sob:PlaceOfSignatureOfStatement,Vordingborg,,32652190,2016-01-01,2016-12-31,,,0
435316,3092,gsd:AddressOfAuditorDistrictName_auditorIdentifier,Vordingborg,,32652190,2016-01-01,2016-12-31,1,,0
435320,3092,fsa:ShorttermLiabilitiesOtherThanProvisions,201254,0,32652190,,2015-12-31,,iso4217:DKK,0
435324,3092,fsa:ContributedCapital,125000,0,32652190,,2016-12-31,,iso4217:DKK,0
435326,3092,gsd:AddressOfReportingEntityStreetName,Munksgårdsvej,,32652190,2016-01-01,2016-12-31,,,0
435329,3092,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,Under andre finansielle poster indregnes renteindtægter og renteomkostninger m.v.,,32652190,2016-01-01,2016-12-31,,,0
435330,3092,fsa:ExplanationOfGroundsOfNoncomparabilityOrRestatement,Den anvendte regnskabspraksis er uændret i forhold til foregående år.,,32652190,2016-01-01,2016-12-31,,,0
435333,3092,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,"Kortfristede gældsforpligtelser måles til amortiseret kostpris, hvilket normalt svarer til gældens pålydende værdi.",,32652190,2016-01-01,2016-12-31,,,0
435336,3092,gsd:DateOfGeneralMeeting,2017-05-02,,32652190,2016-01-01,2016-12-31,,,0
435338,3092,fsa:LongtermInvestmentsInAssociates,247039,0,32652190,,2015-12-31,,iso4217:DKK,0
